,Main title,property_type,monthly_rent,bills,property_features,deposit,property_rules
432,Rooms for rent in apartment with 5 bedrooms in Britz,"Room
5
flatmates
1
bathrooms","Monthly rent
480 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Oven",950€,"Landlord policies
Languages spoken: English, German
Lives on property: no
Payment method: bank transfer
Cleaning fee: 50€ (payable before check in)
Additional documentation:
ID / Passport
Landlord provides registration
Maximum age 35 years
The deposit must be paid as soon as the tenant receives the rental contract"
433,"Private room with shelving in 3-bedroom apartment, Charlottenburg-Wilmersdorf","Room
3
flatmates
2
bathrooms","Monthly rent
790 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
A/C
TV
Dishwasher
Washing machine
Dryer
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Drying rack","1,500€","Landlord policies
Languages spoken: English, German
Lives on property: yes
Deposit: €1500
Payment method: cash
Guests: not allowed
Possibility of domiciliation: yes
Cleaning fee upon exit: €119"
434,Studio in Berlin,"Studio
1
bathrooms
37
m2","Monthly rent
899 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Elevator
Equipped kitchen
Balcony or terrace
Pet-friendly
Electric water heating
Heating
Oven
37 m2",1 month's rent,"Landlord policies
Languages spoken: English, German
Lives on property: yes
Deposit: €1500
Payment method: cash
Guests: not allowed
Possibility of domiciliation: yes
Cleaning fee upon exit: €119"
435,"Excellent room with chest of drawers in apartment, Pankow","Room
3
flatmates
1
bathrooms
85
m2","Monthly rent
590 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Exterior
Equipped kitchen
Pet-friendly
Central water heating
Heating
Drying rack
Oven
85 m2",2 months' rent,"Landlord policies
Languages spoken: German
Lives on property: no
Payment method: cash; bank transaction
Possibility of domiciliation: yes
The whole apartment can be rented for 1920€ per month"
436,Cosy room in 5-bedroom apartment in Neukölln,"Room
6
flatmates
1
bathrooms
80
m2","Monthly rent
440 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Oven
80 m2",950€,"Landlord policies
Languages spoken: English, German, Italian
Lives on property: no
Payment method: bank transfer
Cleaning fee: €50 (payable before check in)
Additional documentation:
ID / Passport
Landlord provides registration
The landlord only accepts tenants under the age of 35.
The deposit must be paid as soon as the tenant receives the rental contract"
437,Bright studio apartment for rent in trendy Friedrichshain,"Studio
1
bathrooms
38
m2","Monthly rent
1150 €","Bills
Electricity
Included
Water
Included
Gas
No gas
Wifi
Included","Furnished
Washing machine
Dryer
Exterior
Equipped kitchen
Central water heating
Heating
Oven
38 m2",2 months' rent,"Landlord policies
-
Payment method: cash; bank transfer
Possibility of domiciliation: yes
Required documentation:
ID / Passport
Work contract
University acceptance letter (if applicable)
Recent paychecks / Bank statement
Your landlord speaks: English and German.
Your landlord does not live on the property"
438,Room for rent in apartment with 3 bedrooms in Berlin,"Room
3
flatmates
1
bathrooms","Monthly rent
820 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Exterior
Elevator
Equipped kitchen",2 months' rent,"Landlord policies
Languages spoken: English, German, Russian
Payment method: bank transfer
Documents required:
Passport / ID
Proof of income (last 3 months) OR work contract
Proof of enrollment (for students only)
Guarantor (only if no proof of income)
Copy of guarantor's ID (only if no proof of income)
Copy of guarantor's work contract (only if no proof of income)
The landlord only accepts tenants under the age of 35
Other costs:
Rundfunkbeitrag (German broadcasting licence fees): not included in rent (€17.50 per month for the whole apartment)
Registration is possible!
Surcharge for common laundry room
2.80€ washing machine
2.50€ dryer"
439,"Spacious room for rent in apartment with 4 bedrooms, near Kurfürstendamm, in Charlottenburg","Room
4
flatmates
1
bathrooms","Monthly rent
580 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Interior
Equipped kitchen
Oven",700€,"Landlord policies
Languages spoken: English, German, Russian
Lives on property: no
Payment method: bank transfer
Overnight guests: not allowed
Registration is provided
Important: none of the rooms have an independent key.
Documents required:
Proof of income (last 3 months) or work contract: yes
Proof of enrollment (students): yes
Guarantor (if you don't have proof of income): yes
Copy of guarantor's ID: yes
Copy of guarantor's work contract: yes
The landlord only accepts tenants under the age of 35.
This landlord only accept bookings starting at the beginning/end of the month
Check-in/out:
Check-in hours: Monday - Friday from 10:00 - 16:00
You will have to pick up your key at the landlord's office. You will receive the address once your booking is confirmed."
440,"Inviting room with chest of drawers in 3-bedroom apartment, Lichtenberg","Room
3
flatmates
1
bathrooms","Room
Price shown is for 1 person. Price for 2 people +€100/month.","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Exterior
Equipped kitchen
Pool access
Pet-friendly
Smoking allowed
Central water heating
Heating
Drying rack
Oven",1 month's rent,"Landlord policies
Languages spoken: English, German
Lives on property: yes
Rental price for couples:
Bedroom 1: €700 per month
Bedroom 2: €650 per month
Bedroom 3: €700 per month
Deposit: 1 month’s rent
Payment method: bank transfer
Possibility of domiciliation: yes"
441,Stylish room for rent in apartment with 3 bedrooms near Volkspark Hasenheide in Kreuzberg,"Room
3
flatmates
1
bathrooms","Monthly rent
500 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Interior
Equipped kitchen
Oven",950€,"Landlord policies
Languages spoken: English, German
Lives on property: no
Payment method: bank transfer
Cleaning fee: 50€ (payable before check in)
Additional documentation:
ID / Passport
Landlord provides registration
Maximum age 35 years
The deposit must be paid as soon as the tenant receives the rental contract"
442,Whole 1 bedrooms apartment in Berlin,"Apartment
1
bedrooms
1
bathrooms
75
m2","Monthly rent
1200 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
No internet","Furnished
Equipped kitchen
Balcony or terrace
Natural gas water heating
Natural gas heating
Oven
75 m2",3 months' rent,"Landlord policies
Languages spoken: English, German
Lives on property: no
Payment method: bank transfer
Cleaning fee: 50€ (payable before check in)
Additional documentation:
ID / Passport
Landlord provides registration
Maximum age 35 years
The deposit must be paid as soon as the tenant receives the rental contract"
443,Sophisticated studio for rent in Neukölln,"Studio
1
bathrooms
40
m2","Monthly rent
1050 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Exterior
Equipped kitchen
Central water heating
Heating
Oven
40 m2",1/2 month's rent,"Landlord policies
Payment method: cash; bank transfer
Additional documentation:
ID / Passport
Your landlord speaks: English, German
Your landlord does not live on the property."
444,Room for rent in apartment with 7 bedrooms near S Berlin Julius-Leber-Brücke S-Bahn station,"Room
7
flatmates
1
bathrooms
130
m2","Monthly rent
550 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Dishwasher
Washing machine
Elevator
Equipped kitchen
Central water heating
Heating
Oven
130 m2",500€,"Landlord policies
Languages spoken: English, German and Turkish
Lives on property: no
Payment method: bank transaction, cash"
445,Apartment with 1 bedroom for rent in Berlin,"Apartment
1
bedrooms
1
bathrooms
58
m2","Monthly rent
1500 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Exterior
Elevator
Equipped kitchen
Balcony or terrace
Pet-friendly
Smoking allowed
Oven
58 m2","2,000€","Landlord policies
Overnight guests permitted: yes, if the apartment is big enough
Payment method: bank transfer; credit card; PayPal / cash (only in exceptional cases)
Check-in/out:
Check-in/out hours: 9:00 - 18:00 (Monday to Friday)
Additional documentation:
ID / Passport
Work Contract
Proof of Income
University Acceptance letter (if applicable)
Guarantor (if you don't have proof of income)
Your landlord speaks: English, German
Your landlord does not live on the property"
446,"Studio apartment available for rent in Gesundbrunnen, Mitte","Studio
1
bathrooms
27
m2","Monthly rent
1090 €","Bills
Electricity
Included
Water
Included
Wifi
Included
Gas
Included","Furnished
TV
Washing machine
Dryer
Elevator
Equipped kitchen
Parking available
Other heating system
27 m2",400€,"Landlord policies
Languages spoken: German, English
Lives on property: no
Payment method: cash; bank transfer
You must unregister legally from this address immediately upon move-out."
447,"Private room with independent key in apartment, Prenzlauer Berg","Room
4
flatmates
2
bathrooms
190
m2","Monthly rent
600 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Dishwasher
Washing machine
Dryer
Equipped kitchen
Balcony or terrace
Smoking allowed
Central water heating
Heating
Drying rack
Oven
190 m2",1 month's rent,"Landlord policies
Languages spoken: English, German, and Arabic
Lives on property: no
Deposit: 1 month’s rent (to be paid by transfer before you arrive or brought in cash when you check in)
Payment method: bank transaction
Possibility of domiciliation: no
Parties are not allowed
You will have to pay your rent between the 1st and 3rd of each month."
448,"Modern room for rent, 2-bedroom apartment, Steglitz","Room
2
flatmates
1
bathrooms","Monthly rent
532 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
TV
Washing machine
Exterior
Equipped kitchen
Balcony or terrace
Central water heating
Heating
Oven",2 months' rent,"Landlord policies
Maxium age for room/shared flat rentals is 30 years
Entire apartment rentals require no maximum age
Languages spoken: English, German
Lives on property: no
Deposit to be paid before you can pick up your keys
Payment method: bank transfer
Check-in/out:
Monday - Friday from 10:00 - 16:00
Check-in after 16:00 is 5€ surcharge
Keys are to be collected at the landlord's pick-up point which is open 24//7. -Check-out cleaning fee: 25€ per hour
Additional documentation:
ID / Passport
Work Contract (if you’re a professional)
University Acceptance letter (if you’re a student)
Recent Paychecks / Bank Statement (if you’re a professional, last 3 months)
Guarantor (if you’re a professional)
Visa (if you're from outside the EU)
GEZ tax: 17,50€ per month
Extending your contract: until 4 weeks before your move-out date
Your booking request has to be made at least 2 working days before you want to move in."
449,Sunny room with street-view windows in Friedrichshain,"Room
3
flatmates
1
bathrooms
64
m2","Monthly rent
889 €","Bills
Electricity
Included
Water
Included
Gas
Included
Wifi
Included","Furnished
Washing machine
Dryer
Equipped kitchen
Central water heating
Heating
Clotheslines
Oven
64 m2",2 months' rent,"Landlord policies
Registration is possible
Languages spoken: English, German
Lives on property: no
Payment method: bank transfer
Check-in/out:
Check-in hours: 09:00 - 12:00
Check-out cleaning fee: €50 (to be paid at the start of your tenancy)
Additional documentation:
ID / Passport
Work Contract
University Acceptance letter (if applicable)
Recent Paychecks / Bank Statement
Guarantor
Variable rent: (to cover VAT)
Staying 2-6 months: the rent price shown increases by 7% to cover VAT
Staying longer than 6 months: price as shown
Note: The deposit must be transferred to the landlord before you check-in"
